experiment,ticker,strategy,pnl,wr,n,avg
F,IREN,gap_up3_vol_btc,6635761,63.2,19,11.65
D,PTIR,rsi_accel,6635019,72.7,11,20.7
H,IREN,vix_falling_btc2,6634943,60.0,25,13.28
E,NVDL,mstr5_bo10_btc2,6632697,75.0,8,27.66
F,NVDL,hh_hl_rsi_btc,6630827,78.6,28,7.9
E,AMDL,consec4_btc1,6629130,40.0,5,21.94
H,NVDL,coin_pct10_qqq,6629037,71.4,7,31.6
E,PTIR,mstr5_bo10_btc2,6628296,66.7,6,36.86
H,NVDL,coin_pct10_qqq,6628246,86.7,15,14.74
F,PTIR,gap_up_btc2,6627197,71.4,14,15.79
E,CONL,btc_strong3d_surge,6622193,55.6,9,18.41
H,IREN,qqq_strong_consec,6620961,64.0,25,13.26
E,PTIR,consec4_btc1,6620490,50.0,8,20.71
I,CONL,ma_aligned_btc2_vol,6614606,57.1,7,31.53
E,CONL,mstr_over5_ret3_btc,6613558,38.5,13,16.97
H,IREN,qqq_strong_consec,6613024,60.9,23,14.39
H,NVDL,triple_surge,6610538,77.8,9,24.51
H,CONL,vix_mid_btc1_rsi,6610128,54.2,24,9.19
I,IREN,consec4_btc1,6608562,70.0,10,33.08
F,NVDL,hh_hl_btc2,6607026,78.6,28,7.87
H,MSTU,btc_qqq_coin_surge,6603157,100.0,3,73.44
F,NVDL,vcp_squeeze_bo,6602966,69.6,23,9.58
H,NVDL,btc2_qqq_bull_bo,6600014,81.8,11,20.02
H,CONL,triple_regime_all,6599654,56.2,32,6.88
H,CONL,btc_qqq_coin_all,6599654,56.2,32,6.88
H,CONL,vix_falling_btc2,6598493,44.4,27,8.15
E,NVDL,mstr_rsi_ret3_btc2,6593777,55.6,9,10.25
H,CONL,vix_low_btc2,6593158,56.0,25,8.8
H,IREN,btc2_qqq_strong_vol,6592734,65.2,23,9.56
F,CONL,gap_up_btc2,6583571,46.7,30,7.32
E,NVDL,rsi7_80_btc2,6582717,50.0,12,10.98
F,CONL,vcp_squeeze_bo,6582347,61.5,13,16.89
H,IREN,qqq_strong_macd,6581466,64.1,39,5.63
E,CONL,btc_regime3_surge,6580141,33.3,6,14.67
E,AMDL,mstr_over5_ret3_btc,6579641,45.5,11,9.62
E,CONL,max_conviction,6579495,45.5,11,14.97
E,NVDL,mstr_over5_ret3_btc,6577852,50.0,12,18.29
H,PTIR,qqq_strong_macd,6577607,60.0,10,21.95
E,IREN,mstr_rsi65_ma_btc2,6575341,80.0,5,32.91
F,IREN,bounce_btc2,6574943,78.9,19,17.32
E,CONL,consec3_btc2_vol,6574669,50.0,8,27.42
F,IREN,gap_up_btc2,6574592,60.0,25,13.16
F,CONL,hh_hl_rsi_btc,6573303,50.0,24,13.71
E,CONL,bo10_macd_btc2,6572618,46.7,15,10.97
H,CONL,vix_low_btc2,6572351,47.1,17,19.35
H,IREN,btc_qqq_coin_all,6568086,72.2,18,18.26
E,AMDL,bo10_macd_btc2,6567394,50.0,8,7.3
H,IREN,triple_regime_strong,6566134,61.5,26,12.64
E,CONL,max_conviction,6565402,50.0,12,10.95
F,PTIR,gap_up3_btc1,6564774,83.3,18,12.17
H,IREN,btc2_qqq_strong,6563559,76.2,21,15.64
F,CONL,gap_up3_btc1,6560738,45.9,37,5.92
H,PTIR,triple_surge,6560705,92.9,14,15.64
G,PORTFOLIO,rs_rotation,6559487,53.6,56,11.73
E,PTIR,consec4_btc1,6558535,50.0,8,11.35
H,CONL,qqq_strong_consec,6558494,47.8,23,9.51
H,IREN,soxl_rsi60_qqq,6558151,58.3,24,13.68
H,CONL,coin_ret5_btc2,6558063,35.3,17,12.87
H,NVDL,btc2_qqq_strong,6552823,54.5,11,19.88
D,IREN,ret3_strong_btc,6551261,43.3,30,7.67
H,CONL,soxl_bull_qqq,6551094,47.4,19,11.5
F,IREN,gap_fill_up_btc2,6550926,73.7,19,11.5
F,IREN,nr5_bo_btc2,6550164,87.5,8,27.32
H,PTIR,triple_regime_all,6548439,71.4,14,15.61
F,CONL,gap_up3_btc1,6548405,45.2,31,7.05
H,PTIR,btc2_qqq_strong_vol,6545923,66.7,6,36.4
H,IREN,coin_rsi65_btc2,6544627,60.0,10,21.84
H,IREN,qqq_strong_consec,6544558,62.5,32,6.82
H,PTIR,vix_spike_recover,6544519,75.0,8,40.94
I,SOXL,vix_falling_btc2,6541742,60.0,15,2.42
H,IREN,triple_regime_all,6540071,71.4,28,7.79
G,PORTFOLIO,rs_rotation,6537755,55.8,43,5.07
D,IREN,ma_align5_btc2,6537446,65.0,20,16.36
H,CONL,triple_surge,6536013,53.3,15,14.54
F,IREN,gap_up3_btc1,6535718,66.7,21,15.58
H,IREN,btc2_qqq_strong,6532314,68.2,22,14.86
H,CONL,qqq_ret10_btc2,6530612,85.7,7,31.13
H,CONL,coin_rsi65_btc2,6530221,60.0,15,21.79
E,NVDL,bo5_vol_btc2_rsi,6525047,100.0,4,54.43
H,CONL,qqq_strong_consec,6522357,45.0,20,10.88
I,IREN,vix_falling_btc2,6521132,50.0,20,10.88
D,PTIR,ret5_surge_btc,6519586,72.7,11,19.52
F,PTIR,bounce_btc2,6517630,71.4,7,31.07
H,IREN,vix_spike_recover,6516615,58.1,31,10.52
E,PTIR,bo10_macd_btc2,6511883,75.0,8,27.16
G,PORTFOLIO,rs_rotation,6511810,54.7,137,4.76
E,PTIR,rsi7_80_btc2,6511534,70.0,10,21.73
H,CONL,vix_fall_qqq_bull,6509909,48.0,50,4.34
H,IREN,soxl_rsi60_qqq,6509648,62.5,32,10.18
H,PTIR,vix_fall_qqq_bull,6506496,61.5,13,16.7
E,NVDL,mstr_rsi_ret3_btc2,6501735,55.6,9,24.1
H,IREN,coin_pct10_qqq,6501234,66.7,12,27.12
F,PTIR,ma10_pull_btc2,6495934,75.0,8,27.09
F,IREN,ma10_pull_vol,6495756,77.8,9,36.12
E,CONL,bo10_macd_btc2,6493280,41.7,12,18.05
H,CONL,btc2_qqq_strong_vol,6489815,60.0,25,8.66
F,PTIR,bounce_btc2,6487362,75.0,8,27.06
H,CONL,btc2_qqq_strong_vol,6486695,57.1,28,7.73
H,IREN,btc2_qqq_bull_bo,6481796,66.7,15,14.42
F,NVDL,hh_hl_btc2,6480327,55.6,18,12.01
F,CONL,vcp_squeeze_bo,6475057,66.7,15,14.4
G,PORTFOLIO,rs_rotation,6474987,55.9,34,6.35
H,CONL,soxl_rsi60_qqq,6473790,48.5,33,6.55
F,PTIR,ma10_pull_btc2,6473779,75.0,8,27.0
H,IREN,btc2_qqq_bull_bo,6473530,69.2,13,24.92
I,CONL,triple_regime_strong,6470758,28.6,14,3.97
E,CONL,rsi_accel_btc2_vol,6470755,45.5,11,12.76
E,NVDL,bb_macd_adx_btc2,6469716,57.9,19,8.52
F,CONL,gap_up3_vol_btc,6469530,52.2,23,9.39
F,PTIR,hh_hl_ma_btc2,6468544,75.0,16,13.49
E,IREN,bo10_macd_btc2,6466581,53.3,15,14.38
H,CONL,btc2_qqq_strong_vol,6465183,55.6,27,7.99
F,NVDL,bounce_btc1_rsi,6464273,73.3,15,14.38
H,IREN,triple_regime_strong,6463039,43.8,16,20.22
H,CONL,btc2_qqq_strong_vol,6462878,57.1,21,15.4
H,CONL,triple_surge,6460516,56.5,23,9.37
H,IREN,coin_pct10_qqq,6460206,61.5,13,24.87
H,PTIR,btc1_qqq_bull_rsi,6458747,76.0,25,8.62
F,IREN,vcp_breakout_btc1,6458648,57.1,14,15.39
H,NVDL,coin_bull_btc2,6456959,66.7,9,23.94
F,CONL,gap_up3_btc1,6455590,40.9,22,9.79
E,NVDL,bb_macd_adx_btc2,6454546,54.5,22,5.87
D,IREN,surge_follow_btc,6452710,36.6,41,4.83
E,NVDL,consec3_surge,6449343,42.9,14,4.22
H,CONL,qqq_strong_macd,6449059,52.4,21,15.37
D,NVDL,bo10_btc1plus,6448622,58.3,12,12.63
D,IREN,rsi_accel,6447239,47.4,19,8.35
E,IREN,btc_regime3_surge,6447071,50.0,4,27.1
E,IREN,btc_regime3_surge,6447071,50.0,4,27.1
E,IREN,bo5_vol_btc2_rsi,6446829,66.7,9,23.9
F,IREN,nr5_bo_btc2,6446420,70.0,10,21.51
F,IREN,nr5_bo_btc2,6446420,70.0,10,21.51
I,TSLL,consec3_surge,6444671,76.9,13,16.54
E,AMDL,rsi7_80_btc2,6442429,50.0,8,5.24
D,CONL,surge_follow_btc,6440892,54.3,35,9.21
H,CONL,vix_spike_recover,6440581,50.0,38,5.66
H,IREN,soxl_rsi60_qqq,6440509,55.2,29,11.12
D,PTIR,surge_strong_btc2,6438963,72.7,11,19.46
H,IREN,triple_surge,6437638,78.6,14,23.01
H,PTIR,triple_surge,6437611,90.9,11,19.53
D,CONL,rsi7_hot_btc2,6436911,41.2,17,7.6
E,IREN,macd_adx_vol_btc2,6435416,83.3,6,35.79
E,PTIR,bb_macd_adx_btc2,6434920,53.8,13,16.52
D,IREN,ma_align5_btc2,6433495,56.2,16,12.74
F,CONL,bounce_btc1_rsi,6430710,57.9,19,16.94
E,NVDL,bo5_vol_btc2_rsi,6430104,66.7,3,40.11
H,IREN,soxl_rsi60_qqq,6429929,57.1,21,15.32
D,IREN,ret5_surge_btc,6429361,62.5,16,20.11
D,CONL,ma_align5_btc2,6428126,46.7,15,11.78
E,PTIR,mstr_rsi_ret3_btc2,6427103,75.0,8,16.08
H,CONL,soxl_bull_qqq,6427056,50.0,16,20.1
H,PTIR,coin_rsi65_btc2,6426607,100.0,6,53.61
H,IREN,coin_bull_btc2,6426323,69.2,13,24.74
I,TSLL,consec3_surge,6424487,58.8,17,4.12
H,IREN,triple_surge,6421692,78.9,19,16.92
H,NVDL,coin_ret5_btc2,6420727,52.9,17,12.6
E,PTIR,consec3_surge,6416977,58.3,12,17.84
E,CONL,di_cross_surge_btc2,6415675,38.9,18,5.05
E,NVDL,mstr_over5_ret3_btc,6414400,58.3,12,17.84
F,IREN,hh_hl_btc2,6413387,68.8,16,20.06
F,IREN,gap_up3_btc1,6411018,61.9,21,15.28
F,IREN,ma20_pull_btc2,6408281,63.6,11,19.44
I,TSLL,rsi7_80_btc2,6407803,50.0,10,10.15
F,CONL,hh_hl_rsi_btc,6407771,50.0,26,8.22
H,PTIR,coin_rsi65_btc2,6407098,83.3,6,53.45
E,NVDL,max_conviction,6399087,85.7,7,30.5
E,NVDL,bo10_macd_btc2,6398848,54.5,11,19.41
I,CONL,hh_hl_rsi_btc,6398305,26.7,15,3.66
H,CONL,vix_falling_btc2,6397078,50.0,22,14.55
E,PTIR,mstr_over5_ret3_btc,6396639,62.5,8,26.68
H,PTIR,soxl_ret5_pos,6393075,60.0,15,14.22
F,CONL,hh_hl_ma_btc2,6392394,64.7,34,6.27
H,PTIR,qqq_strong_consec,6389866,58.8,17,12.54
F,PTIR,hh_hl_rsi_btc,6387770,68.8,16,13.32
E,NVDL,max_conviction,6386258,85.7,7,22.83
E,CONL,di_cross_surge_btc2,6384889,38.5,13,16.39
D,IREN,rsi7_hot_btc2,6384203,68.8,16,12.67
H,NVDL,qqq_strong_macd,6384086,80.0,20,10.65
E,PTIR,mstr5_bo10_btc2,6383881,66.7,6,26.63
F,CONL,gap_up_btc2,6383871,48.3,29,7.35
H,NVDL,vix_spike_recover,6382261,61.5,13,16.38
F,PTIR,gap_up3_btc1,6382247,78.6,14,15.21
E,IREN,mstr_rsi65_ma_btc2,6380482,80.0,5,31.36
D,NVDL,surge_follow_btc,6377771,57.1,28,4.08
E,IREN,mstr_rsi_ret3_btc2,6377402,46.7,15,14.19
E,IREN,btc_strong3d_surge,6375887,66.7,6,27.22
H,IREN,vix_low_btc2,6374515,70.0,20,15.95
H,CONL,coin_rsi65_btc2,6372817,50.0,14,15.19
I,CONL,qqq_strong_macd,6369358,38.9,18,2.1
H,IREN,btc2_qqq_strong,6368558,69.2,13,24.52
H,PTIR,vix_spike_recover,6366637,63.6,11,19.31
H,IREN,triple_surge,6365982,66.7,12,26.55
E,CONL,bo5_vol_btc2_rsi,6365328,60.0,10,21.24
H,IREN,vix_fall_qqq_bull,6363829,65.9,44,7.24
E,NVDL,rsi_accel_btc2_vol,6363717,60.0,10,12.74
E,NVDL,consec4_btc1,6363565,66.7,9,17.69
H,CONL,coin_bull_btc2,6363366,50.0,24,13.27
F,CONL,bounce_btc1_rsi,6362232,52.4,21,15.16
F,PTIR,ma10_pull_btc2,6361878,87.5,8,26.53
F,PTIR,gap_fill_up_btc2,6360902,75.0,12,17.69
H,CONL,btc2_qqq_strong_vol,6357877,38.5,13,16.32
E,CONL,btc_regime3_all,6354250,42.9,7,14.4
E,AMDL,mstr_over5_ret3_btc,6350142,28.6,7,10.15
F,IREN,ma10_pull_btc2,6349568,54.5,11,19.26
G,PORTFOLIO,rs_rotation,6349545,42.1,57,5.58
H,PTIR,triple_regime_all,6348275,63.6,11,19.26
G,PORTFOLIO,rs_rotation,6347557,47.8,69,9.21
H,CONL,coin_bull_btc2,6347324,40.0,15,21.18
G,PORTFOLIO,rs_rotation,6347222,51.5,33,9.63
F,PTIR,gap_up_btc2,6347086,63.6,11,19.25
F,IREN,vcp_squeeze_bo,6347050,64.7,17,18.69
H,NVDL,btc_qqq_coin_all,6346653,66.7,15,14.12
F,CONL,vcp_squeeze_bo,6346521,61.5,13,24.43
E,PTIR,bo10_macd_btc2,6345911,77.8,9,23.53
F,NVDL,bounce_btc1_rsi,6343772,70.0,10,21.17
E,IREN,rsi7_80_btc2,6343202,66.7,12,12.18
I,IREN,btc2_qqq_strong_vol,6343091,61.1,18,17.64
F,NVDL,vcp_squeeze_bo,6340844,72.7,11,28.85
F,NVDL,vcp_squeeze_bo,6340844,72.7,11,28.85
E,CONL,max_conviction,6340829,40.0,10,8.83
H,IREN,coin_bull_btc2,6340471,71.4,21,15.11
H,IREN,coin_bull_btc2,6339091,71.4,21,15.11
E,AMDL,consec4_btc1,6334759,37.5,8,14.07
E,AMDL,consec4_btc1,6331580,37.5,8,10.78
D,IREN,ma_align5_btc2,6331065,66.7,21,15.09
H,NVDL,qqq_strong_macd,6327742,62.5,16,13.2
H,CONL,btc2_qqq_strong,6325140,64.9,37,8.56
H,CONL,soxl_ret5_pos,6324339,53.6,28,7.54
E,PTIR,rsi_accel_btc2_vol,6322855,33.3,3,27.84
E,IREN,mstr5_bo10_btc2,6322370,44.4,9,17.86
H,PTIR,qqq_strong_consec,6320397,71.4,7,45.19
E,NVDL,mstr5_bo10_btc2,6315248,50.0,10,21.07
H,IREN,qqq_strong_macd,6314079,57.1,28,11.29
I,IREN,qqq_strong_macd,6314079,57.1,28,11.29
H,IREN,triple_regime_strong,6312776,61.5,26,12.15
E,NVDL,di_cross_surge_btc2,6311595,55.6,18,8.77
H,IREN,triple_surge,6311046,82.4,17,18.58
F,IREN,ma10_pull_btc2,6309592,63.6,11,19.14
H,CONL,btc2_qqq_strong_vol,6307885,52.6,19,16.62
E,CONL,bo10_macd_btc2,6307517,23.1,13,3.17
E,NVDL,mstr_rsi_ret3_btc2,6307459,55.6,9,22.63
E,IREN,mstr5_bo10_btc2,6306903,62.5,8,26.31
H,NVDL,qqq_strong_consec,6303803,72.2,18,11.69
F,PTIR,hh_hl_rsi_btc,6301387,53.8,13,16.17
H,IREN,coin_ret5_btc2,6298579,60.9,23,13.71
H,IREN,btc1_qqq_bull_rsi,6297496,70.4,27,11.67
H,PTIR,soxl_ret5_pos,6292881,75.0,20,15.75
F,IREN,bounce_btc2,6292175,60.0,20,10.5
H,IREN,triple_regime_strong,6289253,50.0,18,17.49
E,NVDL,max_conviction,6289187,57.1,7,10.37
H,PTIR,btc_qqq_coin_all,6286424,80.0,15,13.98
H,IREN,vix_falling_btc2,6285855,61.8,34,9.25
I,BITX,btc2_qqq_strong_vol,6283887,44.4,9,13.02
H,PTIR,qqq_strong_consec,6282980,70.6,17,12.33
I,CONL,bb_macd_adx_btc2,6282063,52.6,19,11.03
I,SOXL,rsi7_80_btc2,6280412,60.0,10,20.96
E,IREN,btc_regime3_all,6280146,60.0,5,25.15
H,IREN,btc2_qqq_strong,6277660,68.4,19,16.54
H,PTIR,btc1_qqq_bull_rsi,6276115,60.0,15,13.96
E,IREN,btc_strong3d_surge,6275442,57.1,7,29.91
E,CONL,consec3_btc2_vol,6274656,50.0,10,15.7
D,IREN,rsi_accel,6272062,52.2,23,6.8
F,PTIR,ma10_pull_btc2,6271541,85.7,7,44.84
F,PTIR,ma10_pull_btc2,6271541,85.7,7,44.84
E,NVDL,mstr_over5_ret3_btc,6268959,46.2,13,16.09
I,CONL,consec4_btc1,6267457,70.0,10,31.37
E,NVDL,mstr_rsi_ret3_btc2,6265422,50.0,10,19.03
E,NVDL,mstr_rsi_ret3_btc2,6265422,50.0,10,19.03
F,IREN,gap_up3_btc1,6262881,67.6,34,6.15
E,IREN,macd_adx_vol_btc2,6257779,75.0,4,34.24
E,IREN,bo5_vol_btc2_rsi,6257450,55.6,9,23.2
D,PTIR,bo10_btc1plus,6256670,60.0,10,18.26
F,IREN,hh_hl_ma_btc2,6256126,61.9,21,14.91
F,CONL,bounce_btc2,6254488,52.6,19,16.48
H,CONL,qqq_strong_consec,6254192,48.5,33,6.32
H,IREN,btc_qqq_coin_all,6252873,58.3,12,26.08
H,PTIR,btc1_qqq_bull_rsi,6252038,66.7,15,13.91
D,IREN,bo5_btc2,6245942,66.7,18,17.37
F,PTIR,gap_hh_hl_btc2,6243774,62.5,8,26.04
F,PTIR,gap_hh_hl_btc2,6243774,62.5,8,26.04
H,IREN,btc_qqq_coin_all,6243616,70.0,20,15.62
E,CONL,btc_regime3_all,6243184,66.7,9,17.36
H,IREN,btc_qqq_coin_all,6242297,70.0,20,15.62
H,IREN,btc_qqq_coin_all,6241740,75.0,24,8.68
F,IREN,bounce_btc2,6240669,63.6,22,9.47
E,AMDL,consec3_surge,6240330,44.4,9,7.14
H,CONL,triple_regime_strong,6238590,50.0,26,8.01
I,BITX,di_cross_surge_btc2,6237484,30.8,13,2.89
E,NVDL,mstr_rsi65_ma_btc2,6236295,57.1,7,17.84
F,CONL,hh_hl_ma_btc2,6234612,54.5,22,14.18
H,IREN,vix_mid_btc1_rsi,6234559,69.0,29,10.76
H,IREN,vix_spike_recover,6234000,57.1,21,14.86
G,PORTFOLIO,rs_rotation,6233871,56.8,44,14.18
F,CONL,vcp_squeeze_bo,6232497,61.5,13,24.0
H,IREN,vix_mid_btc1_rsi,6231656,55.0,20,15.59
H,NVDL,btc2_qqq_strong_vol,6231575,92.3,13,15.99
F,NVDL,vcp_squeeze_bo,6231072,76.5,17,18.35
E,IREN,btc_strong3d_surge,6230002,66.7,6,20.79
E,IREN,triple_confirm,6226780,66.7,6,34.63
H,PTIR,btc2_qqq_strong,6226289,70.0,10,20.78
H,NVDL,btc2_qqq_bull_bo,6225795,81.8,11,18.88
F,NVDL,hh_hl_ma_btc2,6224963,80.8,26,7.99
I,SOXL,triple_regime_all,6224023,46.2,13,15.98
E,PTIR,consec4_btc1,6223637,66.7,9,17.31
H,IREN,triple_regime_all,6222410,75.0,24,12.98
E,CONL,mstr_over5_ret3_btc,6222300,47.1,17,12.21
I,IREN,rsi_accel_btc2_vol,6219711,72.7,11,28.3
G,PORTFOLIO,rs_rotation,6219584,63.5,85,7.32
H,PTIR,btc_qqq_coin_all,6218451,75.0,12,17.29
H,PTIR,btc_qqq_coin_all,6218451,75.0,12,17.29
H,NVDL,coin_bull_btc2,6218022,64.3,14,14.82
F,IREN,vcp_squeeze_bo,6217152,73.7,19,16.38
E,NVDL,di_cross_surge_btc2,6216079,46.7,15,13.83
D,IREN,bo5_btc2,6215201,62.5,16,12.47
F,PTIR,bounce_btc1_rsi,6213127,71.4,7,29.62
D,IREN,rsi7_hot_btc2,6212007,68.8,16,19.43
H,NVDL,coin_ret5_btc2,6210875,58.3,12,17.27
C,CONL,variable_size_regime_var,6207812,59.5,42,7.93
E,CONL,mstr5_bo10_btc2,6205218,33.3,12,17.25
F,IREN,ma10_pull_vol,6203639,77.8,9,34.5
E,CONL,macd_adx_vol_btc2,6203243,100.0,3,51.75
E,CONL,btc_strong3d_bo10,6202101,62.5,8,25.87
I,CONL,triple_regime_all,6200369,41.2,17,12.17
E,PTIR,consec4_btc1,6200336,50.0,8,17.47
E,PTIR,btc_strong3d_surge,6198206,75.0,4,51.7
F,IREN,bounce_btc1_rsi,6197052,76.9,26,11.93
H,NVDL,btc2_qqq_bull_bo,6195851,60.0,10,20.67
E,AMDL,rsi_accel_btc2_vol,6195552,25.0,4,20.67
E,NVDL,bo5_vol_btc2_rsi,6195051,100.0,4,51.68
F,PTIR,doji_escape_btc_rsi,6191415,100.0,4,51.65
F,PTIR,doji_escape_btc_rsi,6191415,100.0,4,51.65
I,SOXL,qqq_strong_macd,6185126,50.0,10,8.01
I,SOXL,consec4_btc1,6184204,75.0,8,25.79
F,NVDL,bounce_btc1_rsi,6182373,81.2,16,12.89
H,NVDL,coin_ret5_btc2,6181578,62.5,16,12.89
E,IREN,mstr_over5_ret3_btc,6180980,58.3,12,16.62
H,CONL,vix_falling_btc2,6178914,52.2,23,13.45
H,CONL,btc1_qqq_bull_rsi,6177577,48.0,25,8.25
D,PTIR,consec3_btc2,6177298,66.7,9,24.32
D,PTIR,rsi_accel,6176563,75.0,8,26.43
H,IREN,coin_ret5_btc2,6176501,47.1,17,12.12
E,NVDL,consec3_btc2_vol,6175020,100.0,4,30.91
E,IREN,bo5_vol_btc2_rsi,6171040,55.6,9,22.88
E,IREN,mstr_rsi65_ma_btc2,6169149,75.0,4,38.17
E,CONL,mstr_rsi_ret3_btc2,6169091,46.2,13,11.88
H,NVDL,btc2_qqq_strong_vol,6167997,75.0,12,17.15
G,PORTFOLIO,rs_rotation,6158589,55.6,72,8.56
H,CONL,vix_fall_qqq_bull,6158386,46.8,47,4.37
H,NVDL,qqq_strong_consec,6158080,66.7,12,17.12
I,IREN,consec3_surge,6155698,84.6,13,47.4
H,NVDL,triple_regime_all,6151384,61.1,18,11.4
H,NVDL,soxl_ret5_pos,6150415,52.6,19,10.8
F,PTIR,bounce_btc1_rsi,6150278,77.8,9,22.8
H,PTIR,vix_falling_btc2,6147953,57.1,14,14.65
E,NVDL,bo5_vol_btc2_rsi,6145502,100.0,4,51.26
F,PTIR,hammer_btc2,6144988,80.0,5,41.01
F,PTIR,gap_fill_up_btc2,6143637,83.3,6,51.25
H,IREN,triple_surge,6143266,75.0,16,19.22
D,PTIR,consec3_btc2,6143047,62.5,8,24.81
H,PTIR,btc2_qqq_strong,6142725,75.0,12,17.08
I,SOXL,consec4_btc1,6142720,50.0,6,15.42
H,CONL,coin_pct10_qqq,6142152,50.0,14,14.64
D,NVDL,bo10_macd_btc,6141397,58.3,12,11.77
E,IREN,mstr_over5_ret3_btc,6140932,38.1,21,9.76
F,CONL,gap_up_btc2,6140923,46.2,26,7.88
G,PORTFOLIO,rs_rotation,6139511,64.1,78,7.88
E,PTIR,rsi7_80_btc2,6139104,70.0,10,20.48
H,CONL,soxl_bull_qqq,6137628,56.2,32,6.4
D,CONL,ma_align5_btc2,6136872,50.0,18,17.06
E,NVDL,consec3_btc2_vol,6135979,100.0,4,51.18
H,CONL,btc2_qqq_strong,6135238,52.2,23,13.35
H,PTIR,triple_regime_all,6134127,70.0,10,20.47
H,IREN,btc1_qqq_bull_rsi,6133543,70.0,30,10.23
F,IREN,nr5_bo_btc2,6133289,87.5,8,38.37
F,IREN,nr5_bo_btc2,6133289,87.5,8,38.37
H,IREN,vix_low_qqq_surge,6132426,60.0,10,20.46
D,IREN,ma_align5_btc2,6129812,58.3,12,13.49
F,IREN,bounce_btc1_rsi,6129664,57.7,26,7.87
E,CONL,rsi_accel_btc2_vol,6129602,54.5,11,18.59
F,CONL,bounce_btc1_rsi,6128657,56.2,32,6.39
F,IREN,gap_up3_btc1,6128093,62.5,24,12.78
I,CONL,mstr5_btc2_qqq,6127736,25.0,12,3.47
E,CONL,di_cross_surge_btc2,6126620,45.0,20,7.67
F,IREN,bounce_btc1_rsi,6121821,55.6,18,17.02
E,AMDL,max_conviction,6121771,75.0,4,31.01
E,NVDL,rsi_accel_btc2_vol,6121520,66.7,12,12.77
H,PTIR,soxl_ret5_pos,6120228,56.2,16,12.76
F,IREN,gap_fill_up_btc2,6118790,58.3,12,25.52
E,IREN,mstr_rsi65_ma_btc2,6118666,80.0,5,40.83
D,NVDL,rsi7_hot_btc2,6117303,64.3,14,9.52
E,CONL,consec3_surge,6116601,42.9,21,5.83
E,PTIR,di_cross_surge_btc2,6115385,55.6,9,22.67
E,IREN,btc_regime3_surge,6115378,50.0,4,40.56
E,IREN,btc_regime3_surge,6115378,50.0,4,40.56
F,CONL,gap_up_btc2,6114409,48.4,31,6.58
D,IREN,surge_follow_btc,6114269,46.9,32,5.79
H,IREN,qqq_strong_consec,6114082,54.8,31,6.58
F,PTIR,gap_hh_hl_btc2,6113721,62.5,8,25.5
H,PTIR,coin_bull_btc2,6111258,80.0,15,20.39
H,CONL,coin_ret5_btc2,6109682,44.0,25,8.15
D,IREN,rsi_accel,6109597,76.9,26,15.68
H,CONL,triple_regime_strong,6107017,45.8,24,8.49
E,AMDL,max_conviction,6105859,50.0,4,28.33
H,PTIR,btc2_qqq_bull_bo,6102852,80.0,10,20.36
F,PTIR,gap_up3_btc1,6101887,78.6,14,14.54
H,PTIR,triple_surge,6100582,85.7,7,43.62
F,CONL,ma10_pull_btc2,6097301,46.2,13,15.65
H,CONL,vix_spike_recover,6093263,59.3,54,5.65
F,IREN,vcp_breakout_btc1,6092667,66.7,12,25.41
E,AMDL,max_conviction,6089510,50.0,4,15.93
H,CONL,vix_falling_btc2,6084119,48.8,43,4.72
H,PTIR,coin_rsi65_btc2,6082352,83.3,6,50.74
E,PTIR,bo10_macd_btc2,6080098,62.5,8,20.21
F,PTIR,hh_hl_btc2,6078694,80.0,15,20.28
H,IREN,qqq_strong_consec,6077418,58.8,17,17.89
H,CONL,vix_fall_qqq_bull,6077002,50.0,54,3.75
H,CONL,btc2_qqq_strong,6074289,58.6,29,10.48
E,CONL,di_cross_surge_btc2,6074144,42.9,28,7.24
G,PORTFOLIO,rs_rotation,6069456,57.6,85,7.15
H,NVDL,soxl_bull_qqq,6069221,56.2,16,12.66
E,NVDL,bo10_macd_btc2,6069150,53.8,13,8.34
E,CONL,rsi_accel_btc2_vol,6068571,50.0,12,16.87
F,NVDL,vcp_squeeze_bo,6066790,71.4,14,21.69
E,IREN,btc_regime3_all,6066218,60.0,5,32.46
H,CONL,qqq_strong_macd,6065137,50.0,24,12.65
F,IREN,bounce_btc1_rsi,6064251,65.0,20,15.18
H,PTIR,coin_bull_btc2,6063628,80.0,10,30.35
D,PTIR,bo10_macd_btc,6062852,60.0,10,17.61
F,CONL,hh_hl_ma_btc2,6055264,54.2,24,8.42
F,PTIR,doji_escape_btc2,6054080,100.0,4,50.5
H,CONL,btc_qqq_coin_surge,6052099,44.4,9,22.44
H,NVDL,btc2_qqq_bull_bo,6051408,66.7,9,22.44
H,CONL,triple_surge,6051266,57.1,21,9.61
E,CONL,btc_strong3d_bo10,6050601,62.5,8,15.14
E,AMDL,max_conviction,6050035,50.0,4,30.33
H,CONL,vix_spike_recover,6049120,45.0,20,15.14
E,PTIR,bb_macd_adx_btc2,6047014,50.0,10,15.25
G,PORTFOLIO,rs_rotation,6046833,63.1,65,9.31
H,PTIR,triple_regime_all,6046674,63.6,11,18.34
F,IREN,gap_hh_hl_btc2,6041173,77.8,18,11.2
I,IREN,ma_aligned_btc2_vol,6040350,50.0,6,30.31
H,NVDL,qqq_strong_macd,6035455,57.1,14,14.38
E,CONL,btc_strong3d_surge,6035228,44.4,9,22.38
H,PTIR,triple_surge,6033690,75.0,8,25.17
